imdbID,Title,Released,Awards,Director,Actors,Country,Language,Rated,Runtime,Year,Metascore,imdbRating,imdbVotes,tomatoConsensus,tomatoFresh,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,Nominated Oscars,Won Oscars,Othter wins,Othter nominations,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0019824,The Divine Lady,False,Won 1 Oscar. Another 2 nominations.,Frank Lloyd,H.B. Warner,USA,English,NOT RATED,99.0,1929,N/A,6.3,428,N/A,N/A,N/A,N/A,N/A,N/A,18,3.0,193,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
tt0019824,The Divine Lady,False,Won 1 Oscar. Another 2 nominations.,Frank Lloyd,Victor Varconi,USA,English,NOT RATED,99.0,1929,N/A,6.3,428,N/A,N/A,N/A,N/A,N/A,N/A,18,3.0,193,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
tt0019824,The Divine Lady,False,Won 1 Oscar. Another 2 nominations.,Frank Lloyd,Corinne Griffith,USA,English,NOT RATED,99.0,1929,N/A,6.3,428,N/A,N/A,N/A,N/A,N/A,N/A,18,3.0,193,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
tt0019824,The Divine Lady,False,Won 1 Oscar. Another 2 nominations.,Frank Lloyd,Ian Keith,USA,English,NOT RATED,99.0,1929,N/A,6.3,428,N/A,N/A,N/A,N/A,N/A,N/A,18,3.0,193,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
tt0019959,Hallelujah,1929-08-20 00:00:00,Nominated for 1 Oscar. Another 2 wins.,King Vidor,Harry Gray,USA,English,PASSED,109.0,1929,N/A,7.0,"1,063",N/A,N/A,N/A,N/A,N/A,N/A,57,3.2,886,1,0,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt0019959,Hallelujah,1929-08-20 00:00:00,Nominated for 1 Oscar. Another 2 wins.,King Vidor,William Fountaine,USA,English,PASSED,109.0,1929,N/A,7.0,"1,063",N/A,N/A,N/A,N/A,N/A,N/A,57,3.2,886,1,0,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt0019959,Hallelujah,1929-08-20 00:00:00,Nominated for 1 Oscar. Another 2 wins.,King Vidor,Nina Mae McKinney,USA,English,PASSED,109.0,1929,N/A,7.0,"1,063",N/A,N/A,N/A,N/A,N/A,N/A,57,3.2,886,1,0,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt0019959,Hallelujah,1929-08-20 00:00:00,Nominated for 1 Oscar. Another 2 wins.,King Vidor,Daniel L. Haynes,USA,English,PASSED,109.0,1929,N/A,7.0,"1,063",N/A,N/A,N/A,N/A,N/A,N/A,57,3.2,886,1,0,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt0019993,The Hollywood Revue of 1929,1929-11-23 00:00:00,N/A,Charles Reisner,John Gilbert,USA,English,N/A,130.0,1929,N/A,7.7,"1,431",N/A,2,40,5.4,5,3,16,2.9,204,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
tt0019993,The Hollywood Revue of 1929,1929-11-23 00:00:00,N/A,Charles Reisner,Conrad Nagel,USA,English,N/A,130.0,1929,N/A,7.7,"1,431",N/A,2,40,5.4,5,3,16,2.9,204,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
